"Product ID";Image;Nom;Référence;Catégorie;"Montant (HT)";"Montant (TTC)";Quantité;État;Position
9068;https://newpreprod.boutique.sportmidable.com/14909/product.jpg;"PACK SENIOR INCLUS DANS LA LICENCE";PACK-658735-01/657242-03;"Nos offres";62.500000;75;-18;1
9067;https://newpreprod.boutique.sportmidable.com/14907/product.jpg;"PACK ENTRAINEUR INCLUS DANS LA LICENCE";PACK-658736-03/657242-03;"Nos offres";62.500000;75;28;0
9035;https://newpreprod.boutique.sportmidable.com/14823/maillot-inclus-dans-la-licence.jpg;"PACK SENIOR INCLUS DANS LA LICENCE -P";;"Les produits";62,50 €;75,00 €;10000;0
9034;https://newpreprod.boutique.sportmidable.com/14819/maillot-inclus-dans-la-licence.jpg;"PACK ENTRAINEUR INCLUS DANS LA LICENCE - P";;"Les produits";62,50 €;75,00 €;10000;0
9033;https://newpreprod.boutique.sportmidable.com/14807/sac-de-sport.jpg;"Sac de sport ";076857;Bagagerie;25.000000;30;2;0
9032;https://newpreprod.boutique.sportmidable.com/14793/sweat-1-4-zip.jpg;"Sweat 1/4 zip entraineur";658735;"Les produits";41.666667;50;-1;1
9030;https://newpreprod.boutique.sportmidable.com/14822/product.jpg;"MAILLOT INCLUS DANS LA LICENCE";704927;"Nos offres";20.833333;25;3;0
9029;https://newpreprod.boutique.sportmidable.com/14787/product.jpg;GANTS;041706-01;Accessoire;12.500000;15;4;0
9027;https://newpreprod.boutique.sportmidable.com/14798/product.jpg;SOUS-MAILLOT;655920;"Hiver / Pluie";28.333333;34;0;1
9010;https://newpreprod.boutique.sportmidable.com//bonnet.jpg;BONNET;BO002;"Les produits";15.833333;19;0;1
8887;https://newpreprod.boutique.sportmidable.com/14794/sweat-1-4-zip.jpg;"Sweat 1/4 zip";658735;"Les produits";34.166667;41;-6;1
8884;https://newpreprod.boutique.sportmidable.com/14813/pantalon.jpg;"Pantalon junior";657243;Sortie;21.666667;26;0;1
8883;https://newpreprod.boutique.sportmidable.com/14814/pantalon.jpg;Pantalon;657242;Sortie;25.000000;30;0;1
8881;https://newpreprod.boutique.sportmidable.com/14801/pantalon.jpg;Pantalon;657332;"Les produits";30.833333;37;0;1
8875;https://newpreprod.boutique.sportmidable.com/14804/softshell.jpg;Softshell;657321;"Hiver / Pluie";59.166667;71;0;1
8874;https://newpreprod.boutique.sportmidable.com/14809/doudoune.jpg;"Doudoune junior";657266;"SC Recycle Bin";61.666667;74;0;1
8873;https://newpreprod.boutique.sportmidable.com/14808/doudoune.jpg;Doudoune;657265;"SC Recycle Bin";65.000000;78;0;1
8871;https://newpreprod.boutique.sportmidable.com/14810/veste-de-pluie.jpg;"Veste de pluie junior";657246;"SC Recycle Bin";34.166667;41;0;1
8870;https://newpreprod.boutique.sportmidable.com/14811/veste-de-pluie.jpg;"Veste de pluie";657245;"Hiver / Pluie";37.500000;45;0;1
8869;https://newpreprod.boutique.sportmidable.com/14803/doudoune-sans-manche.jpg;"Doudoune sans manche";657968;"SC Recycle Bin";46.666667;56;0;1
8861;https://newpreprod.boutique.sportmidable.com/14812/sac-à-dos.jpg;"Sac à dos";076855;Bagagerie;17.500000;21;0;1
8857;https://newpreprod.boutique.sportmidable.com/14800/short.jpg;Short;704942;Entraînement;10.000000;12;7;0
8856;https://newpreprod.boutique.sportmidable.com/14799/short.jpg;"Short junior";704943;"Les produits";10.000000;12;5;0
8855;https://newpreprod.boutique.sportmidable.com/14802/polo.jpg;Polo;656579;Sortie;21.666667;26;7;0
8854;https://newpreprod.boutique.sportmidable.com/14789/maillot-manches-courtes.jpg;"Maillot Manches courtes";704932;"Les produits";14.166667;17;14;0
8853;https://newpreprod.boutique.sportmidable.com/14788/maillot-manches-courtes.jpg;"Maillot Manches courtes junior";704938;"Les produits";12.500000;15;0;1
8850;https://newpreprod.boutique.sportmidable.com/14815/veste.jpg;"Veste junior";657235;Sortie;29.166667;35;6;0
8848;https://newpreprod.boutique.sportmidable.com/14797/sweat-1-4-zip.jpg;"Sweat 1/4 zip junior";657237;"Les produits";28.333333;34;5;0
8847;https://newpreprod.boutique.sportmidable.com/14796/sweat-1-4-zip.jpg;"Sweat 1/4 zip";657236;Entraînement;30.833333;37;7;0
7369;https://newpreprod.boutique.sportmidable.com/11909/je-personnalise-ou-non.jpg;"PERSONNALISATION DU PACK OBLIGATOIRE";INITIALES-OBLIGATOIRE;"Les produits";0.000000;0;-13;1
7335;https://newpreprod.boutique.sportmidable.com/11866/marquage-sur-équipement-sportmidable.jpg;"MARQUAGE SUR ÉQUIPEMENT EXTÉRIEUR";"MARQUAGE SUR ÉQUIPEMENT EXTÉRIEUR";"Les produits";0.000000;0;0;1
7334;https://newpreprod.boutique.sportmidable.com/11865/marquage-sur-équipement-sportmidable.jpg;"MARQUAGE SUR ÉQUIPEMENT SPORTMIDABLE";"MARQUAGE SUR ÉQUIPEMENT SPORTMIDABLE";"Les produits";0.000000;0;0;1
7333;https://newpreprod.boutique.sportmidable.com/11864/frais-de-port-france.jpg;"Frais de port SUISSE";PORT;"Les produits";9.192201;9.9;0;1
7332;https://newpreprod.boutique.sportmidable.com/11863/frais-de-port-france.jpg;"Frais de port FRANCE";PORT;"Les produits";7.416667;8.9;0;1
7328;https://newpreprod.boutique.sportmidable.com/11818/sac-cadeau.jpg;"SAC CADEAU";SP;"Les produits";2.785515;3;0;1
7327;https://newpreprod.boutique.sportmidable.com/11817/sav.jpg;SAV;SAV;Produits;0.000000;0;-3;1
6996;https://newpreprod.boutique.sportmidable.com//casquette-noir.jpg;"Casquette noir";YP023BKBK;Produits;0.000000;0;0;1
6995;https://newpreprod.boutique.sportmidable.com//polo-noir.jpg;"Polo noir";03566-312;Produits;0.000000;0;0;1
